id,catalogLevelId,subjectName,period,coverageStatus,units,moduleIndexCount,lessonsActivities,objectives,competencies,officialSource,structuredContent,themes,missingReason,applicability,expectedBasis,documentaryUsable,assessmentGuidance,locators,validatedFor
"annual-scope-v1-en-primary-1-science-and-technology","en-primary-1","Science and Technology","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-1-subject-2""]","[""Health"",""Environment"",""Technology""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 29 — introduction/attentes disciplinaires du niveau 1; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-1-francais","en-primary-1","Français","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-1-subject-3""]","[""Compréhension orale"",""Expression orale"",""Lecture"",""Production écrite""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 30 — introduction/attentes disciplinaires du niveau 1; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-1-social-studies","en-primary-1","Social Studies","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-1-subject-4""]","[""Citizenship"",""Human activities"",""Harmonious living""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 31 — introduction/attentes disciplinaires du niveau 1; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-1-vocational-studies","en-primary-1","Vocational Studies","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-1-subject-5""]","[""Production"",""Home management"",""Collaboration""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 33 — introduction/attentes disciplinaires du niveau 1; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-1-arts","en-primary-1","Arts","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-1-subject-6""]","[""Visual arts"",""Performing arts""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 34 — introduction/attentes disciplinaires du niveau 1; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-1-physical-education-and-sports","en-primary-1","Physical Education and Sports","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-1-subject-7""]","[""Body awareness"",""Movement"",""Cooperation""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 36 — introduction/attentes disciplinaires du niveau 1; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-1-national-languages-and-cultures","en-primary-1","National Languages and Cultures","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-1-subject-8""]","[""Oral communication"",""Reading and writing"",""Songs and cultural scenes""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 37 — introduction/attentes disciplinaires du niveau 1; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-1-information-and-communication-technologies","en-primary-1","Information and Communication Technologies","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-1-subject-9""]","[""Equipment"",""Productivity tools"",""Safety"",""Computational thinking""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 39 — introduction/attentes disciplinaires du niveau 1; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-2-english-language","en-primary-2","English Language","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-2-subject-0""]","[""Listening and speaking"",""Reading"",""Writing""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 26 — introduction/attentes disciplinaires du niveau 1; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-2-mathematics","en-primary-2","Mathematics","YEAR","PARTIAL_BLOCKING","5","0","0","5","5","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-math-v1-en-primary-2-1"",""annual-math-v1-en-primary-2-2"",""annual-math-v1-en-primary-2-3"",""annual-math-v1-en-primary-2-4"",""annual-math-v1-en-primary-2-5""]","[""Sets and logic"",""Numbers and operations"",""Measurement and size"",""Geometry and space"",""Graphs and statistics""]","Extraits annuels et objectifs documentés ; totalité des cellules et leçons non structurée. Anomalies exclues explicitement.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 48 — Table 21, Class 2"",""PDF 48 — Table 21, Class 2"",""PDF 49 — Table 21, Class 2"",""PDF 49 — Table 21, Class 2"",""PDF 50 — Table 21, Class 2""]",""
"annual-scope-v1-en-primary-2-science-and-technology","en-primary-2","Science and Technology","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-2-subject-2""]","[""Health"",""Environment"",""Technology""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 29 — introduction/attentes disciplinaires du niveau 1; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-2-francais","en-primary-2","Français","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-2-subject-3""]","[""Compréhension orale"",""Expression orale"",""Lecture"",""Production écrite""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 30 — introduction/attentes disciplinaires du niveau 1; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-2-social-studies","en-primary-2","Social Studies","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-2-subject-4""]","[""Citizenship"",""Human activities"",""Harmonious living""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 31 — introduction/attentes disciplinaires du niveau 1; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-2-vocational-studies","en-primary-2","Vocational Studies","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-2-subject-5""]","[""Production"",""Home management"",""Collaboration""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 33 — introduction/attentes disciplinaires du niveau 1; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-2-arts","en-primary-2","Arts","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-2-subject-6""]","[""Visual arts"",""Performing arts""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 34 — introduction/attentes disciplinaires du niveau 1; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-2-physical-education-and-sports","en-primary-2","Physical Education and Sports","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-2-subject-7""]","[""Body awareness"",""Movement"",""Cooperation""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 36 — introduction/attentes disciplinaires du niveau 1; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-2-national-languages-and-cultures","en-primary-2","National Languages and Cultures","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-2-subject-8""]","[""Oral communication"",""Reading and writing"",""Songs and cultural scenes""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 37 — introduction/attentes disciplinaires du niveau 1; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-2-information-and-communication-technologies","en-primary-2","Information and Communication Technologies","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-2-subject-9""]","[""Equipment"",""Productivity tools"",""Safety"",""Computational thinking""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 39 — introduction/attentes disciplinaires du niveau 1; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-3-english-language-and-literature","en-primary-3","English Language and Literature","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-3-subject-0""]","[""Listening and speaking"",""Reading"",""Writing""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 25 — introduction/attentes disciplinaires du niveau 2; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-3-mathematics","en-primary-3","Mathematics","YEAR","PARTIAL_BLOCKING","5","0","0","5","5","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-math-v1-en-primary-3-1"",""annual-math-v1-en-primary-3-2"",""annual-math-v1-en-primary-3-3"",""annual-math-v1-en-primary-3-4"",""annual-math-v1-en-primary-3-5""]","[""Sets and logic"",""Numbers and operations"",""Measurement and size"",""Geometry and space"",""Graphs and statistics""]","Extraits annuels et objectifs documentés ; totalité des cellules et leçons non structurée. Anomalies exclues explicitement.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 49 — Table 21, Class 3"",""PDF 49 — Table 21, Class 3"",""PDF 50 — Table 21, Class 3"",""PDF 51 — Table 21, Class 3"",""PDF 51 — Table 21, Class 3""]",""
"annual-scope-v1-en-primary-3-science-and-technology","en-primary-3","Science and Technology","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-3-subject-2""]","[""Health"",""Environment"",""Technology""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 28 — introduction/attentes disciplinaires du niveau 2; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-3-francais","en-primary-3","Français","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-3-subject-3""]","[""Compréhension orale"",""Expression orale"",""Lecture"",""Production écrite""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 29 — introduction/attentes disciplinaires du niveau 2; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-3-social-studies","en-primary-3","Social Studies","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-3-subject-4""]","[""Citizenship"",""Human activities"",""Harmonious living""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 30 — introduction/attentes disciplinaires du niveau 2; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-3-vocational-studies","en-primary-3","Vocational Studies","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-3-subject-5""]","[""Production"",""Home management"",""Collaboration""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 32 — introduction/attentes disciplinaires du niveau 2; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-3-arts","en-primary-3","Arts","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-3-subject-6""]","[""Visual arts"",""Performing arts""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 33 — introduction/attentes disciplinaires du niveau 2; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-3-physical-education-and-sports","en-primary-3","Physical Education and Sports","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-3-subject-7""]","[""Body awareness"",""Movement"",""Cooperation""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 35 — introduction/attentes disciplinaires du niveau 2; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-3-national-languages-and-cultures","en-primary-3","National Languages and Cultures","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-3-subject-8""]","[""Oral communication"",""Reading and writing"",""Songs and cultural scenes""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 36 — introduction/attentes disciplinaires du niveau 2; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-3-information-and-communication-technologies","en-primary-3","Information and Communication Technologies","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-3-subject-9""]","[""Equipment"",""Productivity tools"",""Safety"",""Computational thinking""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 38 — introduction/attentes disciplinaires du niveau 2; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-4-english-language-and-literature","en-primary-4","English Language and Literature","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-4-subject-0""]","[""Listening and speaking"",""Reading"",""Writing""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 25 — introduction/attentes disciplinaires du niveau 2; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-4-mathematics","en-primary-4","Mathematics","YEAR","PARTIAL_BLOCKING","5","0","0","5","5","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-math-v1-en-primary-4-1"",""annual-math-v1-en-primary-4-2"",""annual-math-v1-en-primary-4-3"",""annual-math-v1-en-primary-4-4"",""annual-math-v1-en-primary-4-5""]","[""Sets and logic"",""Numbers and operations"",""Measurement and size"",""Geometry and space"",""Graphs and statistics""]","Extraits annuels et objectifs documentés ; totalité des cellules et leçons non structurée. Anomalies exclues explicitement.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 49 — Table 21, Class 4"",""PDF 49 — Table 21, Class 4"",""PDF 50 — Table 21, Class 4"",""PDF 51 — Table 21, Class 4"",""PDF 51 — Table 21, Class 4""]",""
"annual-scope-v1-en-primary-4-science-and-technology","en-primary-4","Science and Technology","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-4-subject-2""]","[""Health"",""Environment"",""Technology""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 28 — introduction/attentes disciplinaires du niveau 2; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-4-francais","en-primary-4","Français","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-4-subject-3""]","[""Compréhension orale"",""Expression orale"",""Lecture"",""Production écrite""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 29 — introduction/attentes disciplinaires du niveau 2; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
"annual-scope-v1-en-primary-4-social-studies","en-primary-4","Social Studies","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-4-subject-4""]","[""Citizenship"",""Human activities"",""Harmonious living""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX","true","[]","[""PDF 30 — introduction/attentes disciplinaires du niveau 2; objectifs communs au niveau, pas une attribution des cellules de l’autre classe""]",""
