id,catalogLevelId,subjectName,period,coverageStatus,units,moduleIndexCount,lessonsActivities,objectives,competencies,officialSource,structuredContent,themes,missingReason,applicability,expectedBasis
"annual-scope-v1-en-primary-2-english-language","en-primary-2","English Language","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-2-subject-0""]","[""Listening and speaking"",""Reading"",""Writing""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-2-mathematics","en-primary-2","Mathematics","YEAR","PARTIAL","5","0","0","5","5","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-math-v1-en-primary-2-1"",""annual-math-v1-en-primary-2-2"",""annual-math-v1-en-primary-2-3"",""annual-math-v1-en-primary-2-4"",""annual-math-v1-en-primary-2-5""]","[""Sets and logic"",""Numbers and operations"",""Measurement and size"",""Geometry and space"",""Graphs and statistics""]","Extraits annuels et objectifs documentés ; totalité des cellules et leçons non structurée. Anomalies exclues explicitement.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-2-science-and-technology","en-primary-2","Science and Technology","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-2-subject-2""]","[""Health"",""Environment"",""Technology""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-2-francais","en-primary-2","Français","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-2-subject-3""]","[""Compréhension orale"",""Expression orale"",""Lecture"",""Production écrite""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-2-social-studies","en-primary-2","Social Studies","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-2-subject-4""]","[""Citizenship"",""Human activities"",""Harmonious living""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-2-vocational-studies","en-primary-2","Vocational Studies","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-2-subject-5""]","[""Production"",""Home management"",""Collaboration""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-2-arts","en-primary-2","Arts","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-2-subject-6""]","[""Visual arts"",""Performing arts""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-2-physical-education-and-sports","en-primary-2","Physical Education and Sports","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-2-subject-7""]","[""Body awareness"",""Movement"",""Cooperation""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-2-national-languages-and-cultures","en-primary-2","National Languages and Cultures","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-2-subject-8""]","[""Oral communication"",""Reading and writing"",""Songs and cultural scenes""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-2-information-and-communication-technologies","en-primary-2","Information and Communication Technologies","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-1"",""url"":""https://www.minedub.cm/download/350/archives/5853/01-program-level-one-2019.pdf"",""version"":""38a7c7eddea5ede2bc05bf071716e7067fd9fb987cad2d43fd33a9e294baf957""}]","[""annual-gap-v1-en-primary-2-subject-9""]","[""Equipment"",""Productivity tools"",""Safety"",""Computational thinking""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-3-english-language-and-literature","en-primary-3","English Language and Literature","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-3-subject-0""]","[""Listening and speaking"",""Reading"",""Writing""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-3-mathematics","en-primary-3","Mathematics","YEAR","PARTIAL","5","0","0","5","5","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-math-v1-en-primary-3-1"",""annual-math-v1-en-primary-3-2"",""annual-math-v1-en-primary-3-3"",""annual-math-v1-en-primary-3-4"",""annual-math-v1-en-primary-3-5""]","[""Sets and logic"",""Numbers and operations"",""Measurement and size"",""Geometry and space"",""Graphs and statistics""]","Extraits annuels et objectifs documentés ; totalité des cellules et leçons non structurée. Anomalies exclues explicitement.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-3-science-and-technology","en-primary-3","Science and Technology","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-3-subject-2""]","[""Health"",""Environment"",""Technology""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-3-francais","en-primary-3","Français","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-3-subject-3""]","[""Compréhension orale"",""Expression orale"",""Lecture"",""Production écrite""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-3-social-studies","en-primary-3","Social Studies","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-3-subject-4""]","[""Citizenship"",""Human activities"",""Harmonious living""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-3-vocational-studies","en-primary-3","Vocational Studies","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-3-subject-5""]","[""Production"",""Home management"",""Collaboration""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-3-arts","en-primary-3","Arts","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-3-subject-6""]","[""Visual arts"",""Performing arts""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-3-physical-education-and-sports","en-primary-3","Physical Education and Sports","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-3-subject-7""]","[""Body awareness"",""Movement"",""Cooperation""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-3-national-languages-and-cultures","en-primary-3","National Languages and Cultures","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-3-subject-8""]","[""Oral communication"",""Reading and writing"",""Songs and cultural scenes""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-3-information-and-communication-technologies","en-primary-3","Information and Communication Technologies","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-3-subject-9""]","[""Equipment"",""Productivity tools"",""Safety"",""Computational thinking""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-4-english-language-and-literature","en-primary-4","English Language and Literature","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-4-subject-0""]","[""Listening and speaking"",""Reading"",""Writing""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-4-mathematics","en-primary-4","Mathematics","YEAR","PARTIAL","5","0","0","5","5","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-math-v1-en-primary-4-1"",""annual-math-v1-en-primary-4-2"",""annual-math-v1-en-primary-4-3"",""annual-math-v1-en-primary-4-4"",""annual-math-v1-en-primary-4-5""]","[""Sets and logic"",""Numbers and operations"",""Measurement and size"",""Geometry and space"",""Graphs and statistics""]","Extraits annuels et objectifs documentés ; totalité des cellules et leçons non structurée. Anomalies exclues explicitement.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-4-science-and-technology","en-primary-4","Science and Technology","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-4-subject-2""]","[""Health"",""Environment"",""Technology""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-4-francais","en-primary-4","Français","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-4-subject-3""]","[""Compréhension orale"",""Expression orale"",""Lecture"",""Production écrite""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-4-social-studies","en-primary-4","Social Studies","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-4-subject-4""]","[""Citizenship"",""Human activities"",""Harmonious living""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-4-vocational-studies","en-primary-4","Vocational Studies","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-4-subject-5""]","[""Production"",""Home management"",""Collaboration""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-4-arts","en-primary-4","Arts","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-4-subject-6""]","[""Visual arts"",""Performing arts""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-4-physical-education-and-sports","en-primary-4","Physical Education and Sports","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-4-subject-7""]","[""Body awareness"",""Movement"",""Cooperation""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-4-national-languages-and-cultures","en-primary-4","National Languages and Cultures","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-4-subject-8""]","[""Oral communication"",""Reading and writing"",""Songs and cultural scenes""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-4-information-and-communication-technologies","en-primary-4","Information and Communication Technologies","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-2"",""url"":""https://www.minedub.cm/download/350/archives/5850/02-program-level-two-2019.pdf"",""version"":""1921b9d044f23849c1532f403021e0a8d23a46123d4b225b8b083b827e3fdd1c""}]","[""annual-gap-v1-en-primary-4-subject-9""]","[""Equipment"",""Productivity tools"",""Safety"",""Computational thinking""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-5-english-language-and-literature","en-primary-5","English Language and Literature","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-3"",""url"":""https://www.minedub.cm/download/350/archives/5849/03-program-level-three-2019.pdf"",""version"":""3d9828312e9e4832cfdf3beb5f79bd0b2fc0bd1a2722c2f0eb5853c6946994bc""}]","[""annual-gap-v1-en-primary-5-subject-0""]","[""Listening and speaking"",""Reading"",""Writing""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-5-mathematics","en-primary-5","Mathematics","YEAR","PARTIAL","5","0","0","5","5","[{""id"":""minedub-en-primary-3"",""url"":""https://www.minedub.cm/download/350/archives/5849/03-program-level-three-2019.pdf"",""version"":""3d9828312e9e4832cfdf3beb5f79bd0b2fc0bd1a2722c2f0eb5853c6946994bc""}]","[""annual-math-v1-en-primary-5-1"",""annual-math-v1-en-primary-5-2"",""annual-math-v1-en-primary-5-3"",""annual-math-v1-en-primary-5-4"",""annual-math-v1-en-primary-5-5""]","[""Sets and logic"",""Numbers and operations"",""Measurement and size"",""Geometry and space"",""Graphs and statistics""]","Extraits annuels et objectifs documentés ; totalité des cellules et leçons non structurée. Anomalies exclues explicitement.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-5-science-and-technology","en-primary-5","Science and Technology","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-3"",""url"":""https://www.minedub.cm/download/350/archives/5849/03-program-level-three-2019.pdf"",""version"":""3d9828312e9e4832cfdf3beb5f79bd0b2fc0bd1a2722c2f0eb5853c6946994bc""}]","[""annual-gap-v1-en-primary-5-subject-2""]","[""Health"",""Environment"",""Technology""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-5-francais","en-primary-5","Français","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-3"",""url"":""https://www.minedub.cm/download/350/archives/5849/03-program-level-three-2019.pdf"",""version"":""3d9828312e9e4832cfdf3beb5f79bd0b2fc0bd1a2722c2f0eb5853c6946994bc""}]","[""annual-gap-v1-en-primary-5-subject-3""]","[""Compréhension orale"",""Expression orale"",""Lecture"",""Production écrite""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-5-social-studies","en-primary-5","Social Studies","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-3"",""url"":""https://www.minedub.cm/download/350/archives/5849/03-program-level-three-2019.pdf"",""version"":""3d9828312e9e4832cfdf3beb5f79bd0b2fc0bd1a2722c2f0eb5853c6946994bc""}]","[""annual-gap-v1-en-primary-5-subject-4""]","[""Citizenship"",""Human activities"",""Harmonious living""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-5-vocational-studies","en-primary-5","Vocational Studies","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-3"",""url"":""https://www.minedub.cm/download/350/archives/5849/03-program-level-three-2019.pdf"",""version"":""3d9828312e9e4832cfdf3beb5f79bd0b2fc0bd1a2722c2f0eb5853c6946994bc""}]","[""annual-gap-v1-en-primary-5-subject-5""]","[""Production"",""Home management"",""Collaboration""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-5-arts","en-primary-5","Arts","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-3"",""url"":""https://www.minedub.cm/download/350/archives/5849/03-program-level-three-2019.pdf"",""version"":""3d9828312e9e4832cfdf3beb5f79bd0b2fc0bd1a2722c2f0eb5853c6946994bc""}]","[""annual-gap-v1-en-primary-5-subject-6""]","[""Visual arts"",""Performing arts""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-5-physical-education-and-sports","en-primary-5","Physical Education and Sports","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-3"",""url"":""https://www.minedub.cm/download/350/archives/5849/03-program-level-three-2019.pdf"",""version"":""3d9828312e9e4832cfdf3beb5f79bd0b2fc0bd1a2722c2f0eb5853c6946994bc""}]","[""annual-gap-v1-en-primary-5-subject-7""]","[""Body awareness"",""Movement"",""Cooperation""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-5-national-languages-and-cultures","en-primary-5","National Languages and Cultures","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-3"",""url"":""https://www.minedub.cm/download/350/archives/5849/03-program-level-three-2019.pdf"",""version"":""3d9828312e9e4832cfdf3beb5f79bd0b2fc0bd1a2722c2f0eb5853c6946994bc""}]","[""annual-gap-v1-en-primary-5-subject-8""]","[""Oral communication"",""Reading and writing"",""Songs and cultural scenes""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-5-information-and-communication-technologies","en-primary-5","Information and Communication Technologies","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-3"",""url"":""https://www.minedub.cm/download/350/archives/5849/03-program-level-three-2019.pdf"",""version"":""3d9828312e9e4832cfdf3beb5f79bd0b2fc0bd1a2722c2f0eb5853c6946994bc""}]","[""annual-gap-v1-en-primary-5-subject-9""]","[""Equipment"",""Productivity tools"",""Safety"",""Computational thinking""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
"annual-scope-v1-en-primary-6-english-language-and-literature","en-primary-6","English Language and Literature","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minedub-en-primary-3"",""url"":""https://www.minedub.cm/download/350/archives/5849/03-program-level-three-2019.pdf"",""version"":""3d9828312e9e4832cfdf3beb5f79bd0b2fc0bd1a2722c2f0eb5853c6946994bc""}]","[""annual-gap-v1-en-primary-6-subject-0""]","[""Listening and speaking"",""Reading"",""Writing""]","Objectifs communs du niveau structurés ; tableaux détaillés propres à la classe et leçons restant à extraire.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINEDUB_DISCIPLINE_INDEX"
